0.364636	0.314151
0.312987	0.310876
0.310819	0.309391
0.310389	0.309062
0.309553	0.309648
0.309315	0.307449
0.308519	0.307838
0.307753	0.307746
0.307246	0.308133
0.305877	0.303661
0.304256	0.305069
0.308412	0.307978
0.307832	0.307375
0.306708	0.304318
0.304163	0.301566
0.302437	0.300521
0.301640	0.299883
0.300482	0.299956
0.297113	0.295325
0.295561	0.295044
0.295388	0.292527
0.292550	0.290097
0.291482	0.289856
0.291316	0.288276
0.289631	0.287646
0.298272	0.296463
0.295795	0.293478
0.293758	0.291413
0.293161	0.290570
0.291573	0.290109
0.289821	0.286767
0.288660	0.286192
0.287129	0.285903
0.285639	0.283994
0.285734	0.286310
0.285349	0.283361
0.283609	0.281699
0.283044	0.283197
0.283153	0.282578
0.282641	0.281688
0.281358	0.279843
0.280289	0.279094
0.279545	0.280064
0.279363	0.278787
0.278405	0.279647
0.278617	0.279293
0.277365	0.277851
0.277427	0.277508
0.276613	0.277111
0.276178	0.276428
0.275464	0.279109
0.275998	0.275605
0.274539	0.275478
0.273913	0.274936
0.273687	0.278193
0.275235	0.274475
0.273281	0.275890
0.273161	0.275545
0.274679	0.276983
0.274365	0.274411
0.271705	0.273722
0.271029	0.273856
0.273012	0.276196
0.271860	0.274129
0.270138	0.273697
0.269433	0.271864
0.269766	0.273394
0.268116	0.272557
0.267661	0.273373
0.267926	0.272882
0.268210	0.273833
0.268305	0.272648
0.266471	0.274242
0.266265	0.271615
0.265811	0.276196
0.265132	0.272379
0.263795	0.272556
0.263477	0.271850
0.263884	0.272757
0.263061	0.271595
0.261577	0.272201
0.260786	0.272480
0.259638	0.271632
0.260756	0.273337
0.260394	0.270809
0.258178	0.271661
0.258999	0.272782
0.257734	0.270534
0.256167	0.274964
0.256347	0.270999
0.255570	0.271285
0.254429	0.272248
0.254050	0.271597
0.252038	0.272811
0.252542	0.271476
0.252409	0.272931
0.254530	0.272259
0.249986	0.271748
